,"{'course': 0.10542168674698796, 'introduction': 0.03765060240963856, 'topics': 0.02108433734939759, 'entrepreneurial': 0.0015060240963855422, 'focus': 0.010542168674698794, 'concepts': 0.009036144578313253, 'policies': 0.0015060240963855422, 'financial': 0.0015060240963855422, 'key': 0.0015060240963855422, 'develop': 0.0015060240963855422, 'stage': 0.007530120481927711, 'nature': 0.004518072289156626, 'study': 0.018072289156626505, 'advanced': 0.02108433734939759, 'ideation': 0.0015060240963855422, 'main': 0.0030120481927710845, 'examines': 0.0015060240963855422, 'diagnostic': 0.0015060240963855422, 'synthesis': 0.0030120481927710845, 'review': 0.02108433734939759, 'theory': 0.009036144578313253, 'indepth': 0.006024096385542169, 'theories': 0.007530120481927711, 'economic': 0.0015060240963855422, 'continuation': 0.0030120481927710845, 'provides': 0.0015060240963855422, 'definition': 0.004518072289156626, 'credit': 0.0015060240963855422, 'markets': 0.0030120481927710845, 'modern': 0.0015060240963855422, 'students': 0.004518072289156626, 'international': 0.006024096385542169, 'foundation': 0.0015060240963855422, 'assess': 0.0015060240963855422, 'emerging': 0.0015060240963855422, 'systemic': 0.0015060240963855422, 'seminars': 0.016566265060240965, 'preparation': 0.004518072289156626, 'exposure': 0.0015060240963855422, 'overview': 0.01355421686746988, 'brief': 0.004518072289156626, 'strategic': 0.006024096385542169, 'innovation': 0.0015060240963855422, 'corporate': 0.0015060240963855422, 'stages': 0.0015060240963855422, 'capstone': 0.0015060240963855422, 'highly': 0.0015060240963855422, 'internet': 0.0015060240963855422, 'personal': 0.0015060240963855422, 'organizations': 0.0015060240963855422, 'integrative': 0.0030120481927710845, 'cases': 0.0015060240963855422, 'discussions': 0.0015060240963855422, 'gives': 0.0015060240963855422, 'integrates': 0.0015060240963855422, 'information': 0.0015060240963855422, 'covers': 0.0030120481927710845, 'securities': 0.0030120481927710845, 'derivatives': 0.004518072289156626, 'foreign': 0.0015060240963855422, 'ethical': 0.0015060240963855422, 'nontraditional': 0.0015060240963855422, 'current': 0.004518072289156626, 'networking': 0.0015060240963855422, 'implementation': 0.0015060240963855422, 'work': 0.0015060240963855422, 'internship': 0.0030120481927710845, 'predictive': 0.0015060240963855422, 'student': 0.006024096385542169, 'managerial': 0.0015060240963855422, 'working': 0.0015060240963855422, 'marketing': 0.0015060240963855422, 'human': 0.0015060240963855422, 'conceptual': 0.0030120481927710845, 'cost': 0.0015060240963855422, 'canadian': 0.0015060240963855422, 'consumer': 0.0015060240963855422, 'national': 0.0015060240963855422, 'top': 0.0015060240963855422, 'quantitative': 0.0030120481927710845, 'project': 0.006024096385542169, 'business': 0.004518072289156626, 'planning': 0.0015060240963855422, 'reduction': 0.0015060240963855422, 'analysis': 0.006024096385542169, 'basic': 0.009036144578313253, 'allows': 0.0015060240963855422, 'principles': 0.010542168674698794, 'research': 0.006024096385542169, 'relationship': 0.0030120481927710845, 'behavioural': 0.0030120481927710845, 'assessment': 0.006024096385542169, 'formulation': 0.0030120481927710845, 'contingency': 0.0015060240963855422, 'changing': 0.0015060240963855422, 'equity': 0.0015060240963855422, 'accounting': 0.0015060240963855422, 'understanding': 0.0015060240963855422, 'qualitative': 0.0015060240963855422, 'elements': 0.0030120481927710845, 'design': 0.010542168674698794, 'legal': 0.0015060240963855422, 'importance': 0.0015060240963855422, 'management': 0.0015060240963855422, 'common': 0.0015060240963855422, 'efficient': 0.0015060240963855422, 'seminar': 0.006024096385542169, 'every': 0.0015060240963855422, 'fundamentals': 0.0030120481927710845, 'object': 0.0015060240963855422, 'heredity': 0.0015060240963855422, 'physical': 0.0030120481927710845, 'descriptive': 0.0030120481927710845, 'social': 0.0015060240963855422, 'developmental': 0.0015060240963855422, 'statistical': 0.0030120481927710845, 'methodology': 0.0015060240963855422, 'examination': 0.015060240963855422, 'psychology': 0.0015060240963855422, 'verbal': 0.0015060240963855422, 'learning': 0.0015060240963855422, 'problem': 0.0015060240963855422, 'theoretical': 0.004518072289156626, 'fundamental': 0.006024096385542169, 'relationships': 0.0015060240963855422, 'selection': 0.0015060240963855422, 'psychological': 0.0015060240963855422, 'language': 0.0015060240963855422, 'empirical': 0.0015060240963855422, 'neural': 0.0015060240963855422, 'major': 0.0030120481927710845, 'rationale': 0.0015060240963855422, 'development': 0.010542168674698794, 'readings': 0.0015060240963855422, 'sexual': 0.0015060240963855422, 'construction': 0.0015060240963855422, 'philosophical': 0.0015060240963855422, 'history': 0.0015060240963855422, 'animal': 0.0015060240963855422, 'physiological': 0.0015060240963855422, 'lectures': 0.0015060240963855422, 'completion': 0.0015060240963855422, 'sleep': 0.0015060240963855422, 'roles': 0.0015060240963855422, 'practical': 0.01355421686746988, 'critical': 0.018072289156626505, 'integration': 0.0015060240963855422, 'contemporary': 0.0030120481927710845, 'general': 0.007530120481927711, 'guidance': 0.0015060240963855422, 'conception': 0.0030120481927710845, 'historical': 0.006024096385542169, 'survey': 0.0030120481927710845, 'constructs': 0.0030120481927710845, 'patterns': 0.0030120481927710845, 'issues': 0.007530120481927711, 'use': 0.0030120481927710845, 'recent': 0.0030120481927710845, 'epistemological': 0.0030120481927710845, 'seminarstutorials': 0.004518072289156626, 'systematic': 0.0015060240963855422, 'normal': 0.0030120481927710845, 'psychosocial': 0.0030120481927710845, 'phases': 0.0015060240963855422, 'selected': 0.025602409638554216, 'comprehensive': 0.0015060240963855422, 'seminartutorial': 0.0015060240963855422, 'sociohistorical': 0.0015060240963855422, 'sujets': 0.0030120481927710845, 'concept': 0.004518072289156626, 'core': 0.0030120481927710845, 'sociocultural': 0.0015060240963855422, 'directed': 0.0030120481927710845, 'solution': 0.0015060240963855422, 'sequences': 0.0015060240963855422, 'polynomial': 0.0015060240963855422, 'intuitive': 0.0015060240963855422, 'improper': 0.0015060240963855422, 'second': 0.0015060240963855422, 'integrals': 0.0015060240963855422, 'instantaneous': 0.0015060240963855422, 'probability': 0.006024096385542169, 'vector': 0.0030120481927710845, 'groups': 0.0030120481927710845, 'extrema': 0.0015060240963855422, 'quick': 0.0015060240963855422, 'euclidean': 0.0015060240963855422, 'concise': 0.0015060240963855422, 'metric': 0.0015060240963855422, 'complex': 0.0015060240963855422, 'systems': 0.0015060240963855422, 'rings': 0.0015060240963855422, 'sets': 0.0015060240963855422, 'series': 0.0015060240963855422, 'trees': 0.0015060240963855422, 'formal': 0.0030120481927710845, 'multivariate': 0.0030120481927710845, 'distribution': 0.0030120481927710845, 'time': 0.0015060240963855422, 'roots': 0.0030120481927710845, 'banach': 0.0030120481927710845, 'modelling': 0.0030120481927710845, 'noetherian': 0.0030120481927710845, 'structure': 0.0015060240963855422, 'group': 0.0030120481927710845, 'linear': 0.0030120481927710845, 'topological': 0.0030120481927710845, 'manifolds': 0.0015060240963855422, 'covering': 0.0030120481927710845, 'laws': 0.0030120481927710845, 'limit': 0.0030120481927710845, 'tensor': 0.0015060240963855422, 'representation': 0.0030120481927710845, 'paths': 0.0030120481927710845, 'principle': 0.0015060240963855422, 'discriminant': 0.0015060240963855422, 'simulation': 0.0015060240963855422, 'multiway': 0.0015060240963855422, 'optimization': 0.0015060240963855422, 'network': 0.0015060240963855422, 'ordinary': 0.0015060240963855422, 'one': 0.0015060240963855422, 'firstorder': 0.0015060240963855422, 'prime': 0.0015060240963855422, 'foundations': 0.0015060240963855422, 'brownian': 0.0015060240963855422, 'pure': 0.0015060240963855422, 'floating': 0.0015060240963855422, 'visualization': 0.0015060240963855422, 'resampling': 0.0015060240963855422, 'asymptotic': 0.0015060240963855422, 'confidence': 0.0015060240963855422, 'unequal': 0.0015060240963855422, 'markov': 0.0015060240963855422, 'space': 0.0015060240963855422, 'lossless': 0.0015060240963855422, 'projectoriented': 0.0015060240963855422, 'exam': 0.01957831325301205, 'cet': 0.0015060240963855422, 'syllabus': 0.0015060240963855422, 'computing': 0.0015060240963855422, 'discrete': 0.0015060240963855422, 'presentation': 0.0015060240963855422, 'differences': 0.0015060240963855422, 'professionalism': 0.0015060240963855422, 'regular': 0.0015060240963855422, 'recursive': 0.0015060240963855422, 'notion': 0.0015060240963855422, 'computational': 0.004518072289156626, 'communication': 0.0015060240963855422, 'dna': 0.0015060240963855422, 'interactive': 0.0015060240963855422, 'security': 0.0030120481927710845, 'models': 0.0015060240963855422, 'big': 0.0015060240963855422, 'onesemester': 0.0015060240963855422, 'materialized': 0.0015060240963855422, 'kr': 0.0015060240963855422, 'introductory': 0.0015060240963855422, 'methodologies': 0.0015060240963855422, 'software': 0.0015060240963855422, 'dimensional': 0.0015060240963855422, 'specialized': 0.0015060240963855422, 'simple': 0.0015060240963855422, 'collective': 0.0015060240963855422, 'multiprocessor': 0.0015060240963855422, 'hardware': 0.0015060240963855422, 'link': 0.0015060240963855422, 'selforganized': 0.0015060240963855422, 'bayesian': 0.0015060240963855422, 'convergence': 0.0015060240963855422, 'data': 0.0015060240963855422, 'algorithmic': 0.0015060240963855422, 'distributed': 0.0015060240963855422, 'basis': 0.0015060240963855422, 'mathematical': 0.0015060240963855422, 'wireless': 0.0015060240963855422, 'ecommerce': 0.0015060240963855422, 'computerized': 0.0015060240963855422, 'twosession': 0.0015060240963855422, 'within': 0.0015060240963855422, 'committee': 0.0015060240963855422}"
data,"{'exploration': 0.008849557522123894, 'measure': 0.008849557522123894, 'emphasis': 0.008849557522123894, 'mining': 0.07079646017699115, 'big': 0.008849557522123894, 'analytics': 0.035398230088495575, 'study': 0.008849557522123894, 'analysis': 0.04424778761061947, 'perspective': 0.008849557522123894, 'acquired': 0.008849557522123894, 'design': 0.008849557522123894, 'collection': 0.04424778761061947, 'management': 0.02654867256637168, 'critical': 0.008849557522123894, 'often': 0.008849557522123894, 'ought': 0.008849557522123894, 'communications': 0.008849557522123894, 'image': 0.017699115044247787, 'business': 0.017699115044247787, 'review': 0.017699115044247787, 'bases': 0.017699115044247787, 'warehouses': 0.017699115044247787, 'platforms': 0.017699115044247787, 'including': 0.017699115044247787, 'warehousing': 0.05309734513274336, 'centres': 0.008849557522123894, None: 0.008849557522123894, 'communication': 0.04424778761061947, 'acquisition': 0.017699115044247787, 'mat1318': 0.008849557522123894, 'regression': 0.008849557522123894, 'using': 0.035398230088495575, 'analyzed': 0.008849557522123894, 'logistic': 0.008849557522123894, 'protection': 0.008849557522123894, 'experimental': 0.008849557522123894, 'types': 0.035398230088495575, 'objects': 0.008849557522123894, 'integration': 0.017699115044247787, 'examples': 0.008849557522123894, 'structures': 0.04424778761061947, 'preparation': 0.008849557522123894, 'visualization': 0.008849557522123894, 'sources': 0.008849557522123894, 'models': 0.017699115044247787, 'exchange': 0.008849557522123894, 'compression': 0.008849557522123894, 'dependencies': 0.008849557522123894, 'definition': 0.008849557522123894, 'structure': 0.008849557522123894, 'representations': 0.008849557522123894, 'science': 0.008849557522123894, 'visual': 0.008849557522123894, 'fusion': 0.008849557522123894, 'modeling': 0.008849557522123894, 'quality': 0.008849557522123894, 'cleaning': 0.008849557522123894, 'arising': 0.008849557522123894, 'distribution': 0.008849557522123894, 'operations': 0.008849557522123894, 'replication': 0.008849557522123894, 'summarization': 0.008849557522123894, 'preprocessing': 0.008849557522123894, 'selected': 0.008849557522123894}"
exploration,"{'descriptive': 0.5, 'real': 0.5}"
descriptive,"{'statistics': 0.75, 'causal': 0.125, 'analytics': 0.125}"
statistics,"{'including': 0.07142857142857142, 'probability': 0.07142857142857142, 'frequency': 0.07142857142857142, 'hypothesis': 0.07142857142857142, 'general': 0.07142857142857142, 'histograms': 0.07142857142857142, 'data': 0.07142857142857142, 'current': 0.07142857142857142, 'quality': 0.07142857142857142, 'using': 0.07142857142857142, None: 0.07142857142857142, 'supervised': 0.07142857142857142, 'project': 0.07142857142857142, 'cleaning': 0.07142857142857142}"
graphical,"{'representation': 0.5, 'representations': 0.5}"
representation,"{'data': 0.14285714285714285, 'linear': 0.14285714285714285, 'theory': 0.14285714285714285, 'theorems': 0.14285714285714285, 'search': 0.14285714285714285, 'digital': 0.14285714285714285, 'regularization': 0.14285714285714285}"
measure,"{'central': 0.16666666666666666, 'values': 0.16666666666666666, 'integral': 0.3333333333333333, 'integration': 0.3333333333333333}"
central,"{'tendency': 0.16666666666666666, 'elements': 0.08333333333333333, 'limit': 0.5, 'themes': 0.08333333333333333, 'composition': 0.16666666666666666}"
tendency,"{'dispersion': 0.5, 'variability': 0.5}"
dispersion,{'applications': 1.0}
random,"{'variables': 0.5, 'vectors': 0.0625, 'stratified': 0.0625, 'coefficient': 0.0625, 'graphs': 0.125, 'combinatorial': 0.0625, 'fields': 0.0625, 'environments': 0.0625}"
variables,"{'probability': 0.058823529411764705, 'affecting': 0.058823529411764705, 'partial': 0.11764705882352941, 'gradient': 0.058823529411764705, 'graphical': 0.058823529411764705, 'line': 0.058823529411764705, 'multiple': 0.058823529411764705, 'distributions': 0.058823529411764705, 'moment': 0.058823529411764705, 'discrete': 0.058823529411764705, 'classification': 0.058823529411764705, 'expected': 0.11764705882352941, None: 0.058823529411764705, 'greens': 0.058823529411764705, 'course': 0.058823529411764705}"
probability,"{'distribution': 0.041666666666666664, 'distributions': 0.125, 'concepts': 0.041666666666666664, 'normal': 0.08333333333333333, 'testing': 0.041666666666666664, 'theory': 0.125, 'axioms': 0.041666666666666664, 'independence': 0.041666666666666664, 'random': 0.041666666666666664, 'nonmeasure': 0.041666666666666664, 'consequences': 0.041666666666666664, 'spaces': 0.08333333333333333, 'measures': 0.08333333333333333, 'expectation': 0.041666666666666664, 'limit': 0.041666666666666664, 'sampling': 0.041666666666666664, 'map': 0.041666666666666664}"
distribution,"{'business': 0.058823529411764705, 'promotion': 0.058823529411764705, 'retained': 0.058823529411764705, 'decisions': 0.058823529411764705, 'planning': 0.058823529411764705, 'goods': 0.058823529411764705, 'statistical': 0.058823529411764705, 'functions': 0.17647058823529413, 'central': 0.058823529411764705, 'primes': 0.058823529411764705, 'theory': 0.11764705882352941, 'properties': 0.058823529411764705, 'function': 0.058823529411764705, 'management': 0.058823529411764705}"
useful,{'probability': 1.0}
distributions,"{'management': 0.06666666666666667, 'introduction': 0.06666666666666667, 'sampling': 0.06666666666666667, 'measures': 0.06666666666666667, 'law': 0.06666666666666667, 'correlation': 0.06666666666666667, 'applications': 0.06666666666666667, 'densities': 0.06666666666666667, 'weak': 0.06666666666666667, 'statistical': 0.06666666666666667, 'independence': 0.13333333333333333, 'parametric': 0.13333333333333333, 'variational': 0.06666666666666667}"
binomial,{'poisson': 1.0}
poisson,"{'normal': 0.2, 'distributions': 0.2, 'branching': 0.2, 'regression': 0.2, 'process': 0.2}"
normal,"{'exponential': 0.05, 'probability': 0.05, 'curve': 0.05, 'problematic': 0.05, 'pathological': 0.1, 'aspects': 0.1, 'abnormal': 0.05, 'lines': 0.05, 'distribution': 0.15, 'chisquare': 0.05, 'subgroups': 0.05, 'models': 0.05, 'gaussian': 0.05, 'applications': 0.05, 'forms': 0.05, 'form': 0.05}"
exponential,"{'uniform': 0.125, 'trigonometric': 0.125, 'logarithm': 0.125, 'logarithmic': 0.125, 'functions': 0.125, 'map': 0.125, 'generating': 0.125, 'families': 0.125}"
uniform,"{'distributions': 0.25, 'normal': 0.25, 'continuity': 0.25, 'convergence': 0.25}"
process,"{'control': 0.037037037037037035, 'characteristics': 0.037037037037037035, 'major': 0.037037037037037035, 'data': 0.037037037037037035, 'including': 0.037037037037037035, 'idea': 0.037037037037037035, 'organizational': 0.037037037037037035, 'costing': 0.037037037037037035, 'requirements': 0.037037037037037035, 'redesign': 0.037037037037037035, 'variety': 0.037037037037037035, 'discovery': 0.037037037037037035, 'consulting': 0.037037037037037035, 'making': 0.037037037037037035, 'development': 0.037037037037037035, 'management': 0.07407407407407407, 'denial': 0.037037037037037035, 'integrated': 0.07407407407407407, 'limit': 0.037037037037037035, 'scheduling': 0.037037037037037035, 'project': 0.037037037037037035, 'algebras': 0.037037037037037035, 'quality': 0.037037037037037035, 'modeling': 0.037037037037037035, 'object': 0.037037037037037035}"
control,"{'quality': 0.07142857142857142, 'material': 0.03571428571428571, None: 0.03571428571428571, 'audit': 0.03571428571428571, 'system': 0.03571428571428571, 'techniques': 0.03571428571428571, 'operations': 0.03571428571428571, 'facility': 0.03571428571428571, 'organization': 0.03571428571428571, 'systems': 0.03571428571428571, 'multinational': 0.03571428571428571, 'supply': 0.03571428571428571, 'aversivelymotivated': 0.07142857142857142, 'methods': 0.03571428571428571, 'structures': 0.03571428571428571, 'recovery': 0.03571428571428571, 'algorithms': 0.07142857142857142, 'scheduling': 0.03571428571428571, 'technologies': 0.03571428571428571, 'maintenance': 0.03571428571428571, 'intellectual': 0.03571428571428571, 'wireless': 0.03571428571428571, 'protocol': 0.03571428571428571, 'information': 0.03571428571428571, 'deadlock': 0.03571428571428571}"
quality,"{'improvement': 0.05, 'issues': 0.1, 'business': 0.05, 'management': 0.1, 'profit': 0.05, 'assurance': 0.05, 'function': 0.05, 'results': 0.05, 'control': 0.1, 'work': 0.1, None: 0.05, 'components': 0.05, 'software': 0.05, 'designs': 0.05, 'assessment': 0.05, 'variability': 0.05}"
improvement,{'handson': 1.0}
handson,"{'experience': 0.8, 'exercises': 0.2}"
experience,"{'excel': 0.07142857142857142, 'statistical': 0.07142857142857142, 'simulation': 0.07142857142857142, 'students': 0.14285714285714285, 'selected': 0.07142857142857142, 'web': 0.07142857142857142, 'using': 0.07142857142857142, 'largescale': 0.07142857142857142, 'work': 0.07142857142857142, 'carrying': 0.07142857142857142, 'parallel': 0.07142857142857142, 'integrated': 0.07142857142857142, 'graded': 0.07142857142857142}"
excel,{'andor': 1.0}
andor,"{'minitab': 0.125, 'professor': 0.125, 'marketing': 0.125, 'secondary': 0.125, 'unstable': 0.125, 'oral': 0.125, 'extensions': 0.125, 'prolog': 0.125}"
minitab,{'lab': 1.0}
lab,"{'optional': 0.6666666666666666, None: 0.3333333333333333}"
optional,{None: 1.0}
topics,"{'include': 0.2713178294573643, 'approached': 0.007751937984496124, 'including': 0.007751937984496124, None: 0.05426356589147287, 'management': 0.007751937984496124, 'may': 0.046511627906976744, 'specific': 0.015503875968992248, 'financial': 0.015503875968992248, 'capital': 0.007751937984496124, 'related': 0.007751937984496124, 'covered': 0.015503875968992248, 'addressed': 0.007751937984496124, 'investigate': 0.007751937984496124, 'proposition': 0.007751937984496124, 'discussion': 0.031007751937984496, 'psychological': 0.007751937984496124, 'contemporary': 0.03875968992248062, 'regularly': 0.015503875968992248, 'year': 0.015503875968992248, 'pyschology': 0.007751937984496124, 'psychology': 0.007751937984496124, 'graph': 0.007751937984496124, 'descriptive': 0.007751937984496124, 'modern': 0.007751937984496124, 'function': 0.007751937984496124, 'chosen': 0.06201550387596899, 'applied': 0.015503875968992248, 'among': 0.007751937984496124, 'algebraic': 0.007751937984496124, 'model': 0.007751937984496124, 'analytic': 0.007751937984496124, 'statistics': 0.007751937984496124, 'probability': 0.007751937984496124, 'one': 0.015503875968992248, 'daniellstone': 0.007751937984496124, 'selected': 0.015503875968992248, 'taken': 0.007751937984496124, 'publickey': 0.007751937984496124, 'current': 0.031007751937984496, 'time': 0.007751937984496124, 'empirical': 0.007751937984496124, 'course': 0.023255813953488372, 'grade': 0.007751937984496124, 'areas': 0.023255813953488372, 'security': 0.007751937984496124, 'formal': 0.007751937984496124, 'software': 0.007751937984496124, 'theory': 0.007751937984496124, 'computer': 0.015503875968992248, 'combinatorial': 0.007751937984496124, 'highspeed': 0.007751937984496124, 'artificial': 0.007751937984496124, 'genetic': 0.007751937984496124, 'written': 0.007751937984496124}"
include,"{'estimation': 0.015151515151515152, 'determination': 0.015151515151515152, 'deterministic': 0.015151515151515152, 'services': 0.015151515151515152, 'sample': 0.015151515151515152, 'emergent': 0.015151515151515152, 'relevant': 0.015151515151515152, 'portfolio': 0.015151515151515152, 'benefitcost': 0.015151515151515152, 'social': 0.015151515151515152, 'profit': 0.015151515151515152, 'organizations': 0.015151515151515152, 'brain': 0.015151515151515152, 'cognitive': 0.015151515151515152, 'units': 0.015151515151515152, 'current': 0.030303030303030304, 'general': 0.015151515151515152, 'history': 0.030303030303030304, 'lectures': 0.045454545454545456, 'development': 0.015151515151515152, 'basic': 0.045454545454545456, 'evolution': 0.030303030303030304, 'dynamics': 0.030303030303030304, 'item': 0.030303030303030304, 'writing': 0.030303030303030304, 'affirmative': 0.030303030303030304, 'use': 0.06060606060606061, 'path': 0.015151515151515152, 'limited': 0.015151515151515152, 'bayesian': 0.015151515151515152, 'shortest': 0.015151515151515152, 'classical': 0.015151515151515152, 'computational': 0.015151515151515152, 'functional': 0.015151515151515152, 'types': 0.015151515151515152, 'randomized': 0.015151515151515152, 'modeling': 0.015151515151515152, 'human': 0.015151515151515152, 'protocol': 0.015151515151515152, 'advanced': 0.015151515151515152, 'localitysensitive': 0.015151515151515152, 'visibility': 0.015151515151515152, 'network': 0.015151515151515152, 'physical': 0.015151515151515152, 'ai': 0.015151515151515152, 'areas': 0.015151515151515152, 'mathematical': 0.030303030303030304, 'speech': 0.015151515151515152, 'coordination': 0.015151515151515152, 'distributed': 0.015151515151515152, 'interaction': 0.015151515151515152}"
estimation,"{'using': 0.043478260869565216, 'large': 0.043478260869565216, 'costvolumeprofit': 0.043478260869565216, 'hypothesis': 0.08695652173913043, 'tests': 0.043478260869565216, 'illustrated': 0.043478260869565216, 'gershgorin': 0.043478260869565216, 'simple': 0.043478260869565216, 'concepts': 0.08695652173913043, None: 0.043478260869565216, 'testing': 0.043478260869565216, 'variance': 0.043478260869565216, 'confidence': 0.043478260869565216, 'statistical': 0.043478260869565216, 'invariant': 0.043478260869565216, 'asymptotic': 0.043478260869565216, 'course': 0.08695652173913043, 'stratification': 0.043478260869565216, 'minque': 0.043478260869565216, 'clustering': 0.043478260869565216}"
confidence,"{'intervals': 0.8, 'regions': 0.2}"
intervals,"{'hypothesis': 0.2, 'large': 0.2, 'regression': 0.2, 'pivotals': 0.2, 'optimal': 0.2}"
hypothesis,"{'testing': 0.7777777777777778, 'formation': 0.2222222222222222}"
testing,"{'including': 0.058823529411764705, 'ttest': 0.058823529411764705, 'correlation': 0.058823529411764705, 'normal': 0.058823529411764705, 'method': 0.058823529411764705, 'design': 0.058823529411764705, 'estimation': 0.058823529411764705, 'topics': 0.058823529411764705, 'confidence': 0.058823529411764705, None: 0.058823529411764705, 'course': 0.058823529411764705, 'usability': 0.058823529411764705, 'techniques': 0.058823529411764705, 'approaches': 0.058823529411764705, 'sample': 0.058823529411764705, 'traceability': 0.058823529411764705, 'c': 0.058823529411764705}"
nonparametric,"{'methods': 0.8333333333333334, 'tests': 0.16666666666666666}"
correlation,"{'simple': 0.14285714285714285, 'regression': 0.5714285714285714, 'particular': 0.14285714285714285, 'analysis': 0.14285714285714285}"
simple,"{'linear': 0.1111111111111111, 'complex': 0.1111111111111111, 'differential': 0.1111111111111111, 'stochastic': 0.1111111111111111, 'multiple': 0.1111111111111111, 'random': 0.1111111111111111, 'methods': 0.2222222222222222, 'graph': 0.1111111111111111}"
linear,"{'regression': 0.041666666666666664, 'programming': 0.10416666666666667, 'approaches': 0.020833333333333332, 'equations': 0.0625, 'independence': 0.041666666666666664, 'approximations': 0.020833333333333332, 'approximation': 0.020833333333333332, 'maps': 0.08333333333333333, 'algebra': 0.0625, 'transformations': 0.020833333333333332, 'differential': 0.0625, 'discrete': 0.020833333333333332, 'polynomial': 0.020833333333333332, 'models': 0.0625, 'systems': 0.041666666666666664, 'nonlinear': 0.041666666666666664, 'operators': 0.0625, 'first': 0.020833333333333332, 'groups': 0.020833333333333332, 'model': 0.0625, 'discriminant': 0.020833333333333332, 'unbiased': 0.020833333333333332, 'optimization': 0.020833333333333332, 'programs': 0.020833333333333332, 'discriminants': 0.020833333333333332}"
regression,"{'model': 0.041666666666666664, 'chisquare': 0.041666666666666664, 'analysis': 0.2916666666666667, None: 0.08333333333333333, 'introduction': 0.041666666666666664, 'loglinear': 0.041666666666666664, 'discriminant': 0.041666666666666664, 'examples': 0.08333333333333333, 'emphasis': 0.041666666666666664, 'logistic': 0.041666666666666664, 'knearest': 0.041666666666666664, 'generalized': 0.041666666666666664, 'deterministic': 0.041666666666666664, 'inference': 0.041666666666666664, 'estimation': 0.041666666666666664, 'classification': 0.041666666666666664}"
model,"{'extensions': 0.06666666666666667, 'implementing': 0.06666666666666667, 'arbitrage': 0.06666666666666667, 'strategy': 0.06666666666666667, 'mental': 0.06666666666666667, 'interpolate': 0.06666666666666667, 'theory': 0.2, 'decision': 0.13333333333333333, 'verification': 0.06666666666666667, 'evaluation': 0.13333333333333333, 'selection': 0.06666666666666667}"
extensions,"{'multiple': 0.07692307692307693, 'minimal': 0.15384615384615385, 'integral': 0.15384615384615385, 'galois': 0.15384615384615385, 'fundamental': 0.15384615384615385, None: 0.07692307692307693, 'course': 0.07692307692307693, 'probability': 0.07692307692307693, 'prototypes': 0.07692307692307693}"
multiple,"{'regression': 0.26666666666666666, 'organizations': 0.06666666666666667, 'levels': 0.06666666666666667, 'perspectives': 0.06666666666666667, 'comparisons': 0.06666666666666667, 'comparison': 0.06666666666666667, 'research': 0.2, 'integration': 0.06666666666666667, 'nonlinear': 0.06666666666666667, 'scale': 0.06666666666666667}"
chisquare,"{'tests': 0.5, 'application': 0.25, 'distributions': 0.25}"
tests,"{'qualitative': 0.047619047619047616, 'social': 0.047619047619047616, 'reliability': 0.047619047619047616, 'models': 0.047619047619047616, 'intelligence': 0.047619047619047616, 'projective': 0.047619047619047616, 'subject': 0.047619047619047616, 'attention': 0.047619047619047616, 'investigated': 0.047619047619047616, 'hypotheses': 0.047619047619047616, 'parametric': 0.09523809523809523, 'uniformly': 0.047619047619047616, 'asymptotic': 0.047619047619047616, 'confidence': 0.047619047619047616, 'likelihood': 0.047619047619047616, 'neymanpearson': 0.047619047619047616, 'significance': 0.047619047619047616, 'goodnessoffit': 0.047619047619047616, 'large': 0.047619047619047616, 'symmetry': 0.047619047619047616}"
qualitative,"{'data': 0.2, 'techniques': 0.4, 'characteristics': 0.2, 'quantitative': 0.2}"
misuse,{'various': 1.0}
software,"{'tools': 0.024390243902439025, 'results': 0.024390243902439025, 'database': 0.024390243902439025, 'development': 0.04878048780487805, 'used': 0.04878048780487805, None: 0.0975609756097561, 'package': 0.024390243902439025, 'packages': 0.14634146341463414, 'databases': 0.024390243902439025, 'details': 0.024390243902439025, 'program': 0.024390243902439025, 'security': 0.024390243902439025, 'specification': 0.024390243902439025, 'correctness': 0.024390243902439025, 'quality': 0.024390243902439025, 'process': 0.024390243902439025, 'reliability': 0.024390243902439025, 'design': 0.024390243902439025, 'objectoriented': 0.024390243902439025, 'engineering': 0.0975609756097561, 'vulnerabilities': 0.024390243902439025, 'hosts': 0.024390243902439025, 'digital': 0.024390243902439025, 'system': 0.024390243902439025, 'techniques': 0.024390243902439025, 'fault': 0.024390243902439025, 'particular': 0.024390243902439025, 'support': 0.024390243902439025}"
entrepreneurial,"{'process': 0.2, 'failure': 0.2, 'endeavors': 0.2, 'leadership': 0.2, 'culture': 0.2}"
characteristics,"{'entrepreneur': 0.1111111111111111, 'including': 0.1111111111111111, 'technical': 0.1111111111111111, 'advantages': 0.1111111111111111, 'tax': 0.1111111111111111, 'theory': 0.1111111111111111, 'maximum': 0.1111111111111111, 'method': 0.1111111111111111, 'realtime': 0.1111111111111111}"
entrepreneur,"{'social': 0.5, 'create': 0.5}"
entrepreneurship,"{'intrapreneurship': 0.125, 'entrepreneurial': 0.125, 'economic': 0.125, 'international': 0.125, 'encompassing': 0.125, 'existing': 0.125, 'emphasises': 0.125, 'bcorps': 0.125}"
intrapreneurship,{'women': 1.0}
women,"{'minorities': 0.16666666666666666, 'sexual': 0.16666666666666666, 'current': 0.16666666666666666, None: 0.16666666666666666, 'management': 0.3333333333333333}"
minorities,{'entrepreneurship': 1.0}
failure,{'entrepreneurship': 1.0}
